ch_id,LV
±Í°Ë»ç°Ë»çÂ¯,37
°Ë»ç±Í°Ë°Ë»ç,37
±Í°Ë»ç1°Ë»ç,36
°Ë»ç´Ï±î°Ë»ç,30
±â°Ë»ç±â°Ë»ç,20
´«°Ë»çÄÚ°Ë»ç,2
»ç°Ë»ç°Ë»ç°Ë,40
°Ë»ç°Ë»çÃÑ°Ë,95
z±Í°Ë»ç°Ë»çz,38
°Ë»çrnk°Ë»ç,31
°Ë»çÇü,31
¿À°Ë»ç,48
±Ý°Ë»ç,57
»Í°Ë»ç,51
°Ë»ç´ç,5
Ä¿°Ë»ç,58
ÎÊ°Ë»ç,55
ÞÈ°Ë»ç,39
°Ë»çÈ²,41
¾Æ°Ë»ç,44
¨÷°Ë»ç,37
°Ë»ç^,32
Â÷°Ë»ç,35
ÃÌ°Ë»ç,40
»Ç°Ë»ç,60
°Ë»çª£,48
¢â°Ë»ç,60
¤·°Ë»ç,41
"°Ë»ç,",85
°Ë»ç²Ù,61
°Ë»çÂà,57
µî°Ë»ç,70
ü£°Ë»ç,42
½Ô°Ë»ç,58
H°Ë»ç,40
±ú°Ë»ç,31
Èï°Ë»ç,51
ÀÚ°Ë»ç,56
°Ë»ç¿ï,43
°Ë»ç¹Ý,48
úë°Ë»ç,45
°Ë»çñé,48
Á¡°Ë»ç,40
Ð¢°Ë»ç,59
°Ë»ç¾÷,58
¡á°Ë»ç,40
¾ç°Ë»ç,10
È²°Ë»ç,30
µû°Ë»ç,64
Âô°Ë»ç,31
´”°Ë»ç,30
°Ë»çÀÌ,47
°Ë»ç¨÷,50
°Ë»ç:,37
°Ë»çÀ›,38
ÁÁ°Ë»ç,18
°Ë»ç¡Î,78
°Ë»ç½¬,60
µÅ°Ë»ç,30
°Ë»ç¢à,11
¢Z°Ë»ç,25
°Ë»ç2,1
Èò°Ë»ç,22
À×°Ë»ç,72
ÇÛ°Ë»ç,51
¼³°Ë»ç,1
°Ë»ç©ü,89
°Ë»çÅÁ,71
³à°Ë»ç,90
”I°Ë»ç,65
°¡°Ë»ç,6
°Ë»çÆÝ,27
°Ë»ç¢­,29
¾î°Ë»ç,58
ì°°Ë»ç,65
Èñ°Ë»ç,47
ÇÍ°Ë»ç,70
²Û°Ë»ç,41
°Ë»ç¨ç,91
²¨°Ë»ç,66
°Ë»çº´,54
½Ú°Ë»ç,86
°Ë»çº°,2
½ä°Ë»ç,91
´À°Ë»ç,53
ù¨°Ë»ç,2
¸Õ°Ë»ç,86
°Ë»ç¿í,13
³²°Ë»ç,15
°Ë»çÀÇ,7
À§°Ë»ç,18
²¿°Ë»ç,5
Áã°Ë»ç,30
°Ë»ç½Å,25
°Ë»çÀÚ,34
Áö°Ë»ç,1
°Ë»ç½¶,51
³­°Ë»ç,20
¹Ú°Ë»ç,95
¹«°Ë»ç,21
Å°°Ë»ç,95
?°Ë»ç,18
Çü°Ë»ç,34
ÃÊ°Ë»ç,86
Øª°Ë»ç,80
°Ë»ç²Û,90
Äí°Ë»ç,80
¼­°Ë»ç,18
ÇÁ°Ë»ç,1
½Ã°Ë»ç,26
È«°Ë»ç,100
-°Ë»ç,95
Á¶°Ë»ç,47
°Ë»ç°ü,32
±ë°Ë»ç,21
ÃÖ°Ë»ç,81
·®°Ë»ç,1
¸Á°Ë»ç,95
ÂÄ°Ë»ç,55
Â¯°Ë»ç,47
Á·°Ë»ç,86
Æù°Ë»ç,86
È°°Ë»ç,98
µ¿°Ë»ç,86
¸¸°Ë»ç,90
ºé°Ë»ç,90
ºò°Ë»ç,61
¿Á°Ë»ç,90
ÅÊ°Ë»ç,95
¶Ò°Ë»ç,77
Èæ°Ë»ç,88
°Ë»ç´Ù,78
Àë°Ë»ç,100
Ä¥°Ë»ç,95
¼Û°Ë»ç,95
Ãö°Ë»ç,85
Èä°Ë»ç,47
Å¯°Ë»ç,16
È÷°Ë»ç,80
ˆb°Ë»ç,90
`°Ë»ç,89
´õ°Ë»ç,85
¿­°Ë»ç,95
´ø°Ë»ç,72
¶ß°Ë»ç,60
…Ê°Ë»ç,95
¼Ó°Ë»ç,95
°Ë»çÁ÷,95
Ÿ¶°Ë»ç,90
Âà°Ë»ç,28
·è°Ë»ç,100
°Ë»çÁ¦,100
°Ë»ç±â,73
Å¥°Ë»ç,74
°Ë»çÈ«,7
¾Ç°Ë»ç,17
°Ë»ç´Ô,1
°Å³Ê°Å³Ê°Å³Ê,12
°Å³Ê°Å³Ê,75
z°Å³Ê°Å³Ê,36
°Å³Ê¸¶°Å³Ê,10
2°Å³Ê°Å³Ê,47
°Å³Ê¢ç°Å³Ê,42
°Å³Ê¿©°Å³Ê,12
¿©°Å³Ê°Å³Ê,54
°Å³Ê°Å³Ê¤Ü,31
±è°Å³Ê°Å³Ê,31
°Å³Ê°Å³Ê¤¾,84
°Å³Ê°Å³Ê°Å,15
°Å³Ê°Å³Ê¾ß,6
°Å³Ê°Å³Êºñ,11
°Å³Ê°Å³Ê¹°,6
°Å³Ê´Ù°Å³Ê,27
°Å³Ê°Å³Ê³Ê,55
°Å³Ê°Å³Ê¾ç,95
°Å³Ê°Å³Ê¸ó,1
°Å³Ê³Ê°Å³Ê,2
°Å³ÊÁß°Å³Ê,7
°Å³Ê°Å³ÊÂ¯,34
°Å³Ê°Å³ÊÅ·,35
°Å³Ê°Å³Ê°Ç,11
°Å³ÊN°Å³Ê,60
°Å³Êg°Å³Ê,36
°Å³Ê°Å³Ê¸®,66
°Å³Ê°Å³Ê¡Ú,35
°Å³ÊU°Å³Ê,37
°Ç°Å³Ê°Å³Ê,36
°Å³ÊÇØ°Å³Ê,56
°Å³Ê°Å³ÊÇà,1
°Å³Ê°¡°Å³Ê,23
¾Ï°Å³Ê°Å³Ê,67
°Å³Ê°Å³Ê1,11
¾Æ°Å³Ê°Å³Ê,33
°Å³Ê°Å³ÊÀë,4
°Å³Ê¾Ø°Å³Ê,2
°Å³Êo°Å³Ê,97
°Å³Ê½º°Å³Ê,22
³Ê°Å³Ê°Å³Ê,72
°Å³ÊµéÁß°Å³Ê,50
°Å³Ê´Ù°Å³ÊÁø,36
a°Å³Ê°Å³Êa,31
°Å³Ê°Å³Ê¸ÞÄ«,51
°Å³Êj°Å³Êj,55
°Å³Êvn°Å³Ê,36
°Å³ÊÁý°Å³Ê³×,61
°Å³Ê°Å³Ê¿©°Å,13
°Å³ÊÀÎ&°Å³Ê,30
°Å³Ê¶û¿©°Å³Ê,31
¤Ñ°Å³Ê°Å³Ê¤Ñ,47
°Å³Ê¿Í¿©°Å³Ê,41
°Å³Ê¢½°Å³Ê³²,36
°Å³Ê°Ç°Å³Ê·±,55
°Å³Ê°Å³Ê°Å³ë,10
°Å³Ê½ºÇÍ°Å³Ê,40
°Å³Ê¡×¿©°Å³Ê,85
°Å³Ê´Ï±î°Å³Ê,35
°Ç³Ê°Å³Ê°Å³Ê,2
°Å³Ê°Å³Ê¿ìÇì,43
°Å³Ê?°Å³Ê!,41
°Å³Ê°Å³Ê°Å³ª,1
°Å³Ê¸¦°Å³Ê°Å,14
¿©°Å³Ê°Å³Ê0,88
±âÇ°°Å³Ê°Å³Ê,82
±è°Å³Ê°Å³Ê±è,2
¿ä°Å³Ê³²°Å³Ê,9
³Ê°Å³Ê°Å³Ê³Ê,1
°Å³Ê°Å³ÊµµÀû,86
°Å³Ê°Å³Ê±¸³Ê,2
°Å³Ê°Å³Ê´Ï³Ê,1
³Ê°Å³Ê°Å³Ê°Å,23
°Å³Ê°Å³ÊÇØ¡Ú,28
°Å³Ê°Å³Ê°Å@,53
°Å³Ê°Å³Ê°Å´¢,2
°Å³Ê¿¡¿ä°Å³Ê,90
°Å³Ê°Å³Ê¿ì¿Õ,4
°Å³Ê°Å³Ê°Å³²,18
°Å³Ê´Ù¿ä°Å³Ê,1
¿©°Å³Ê°Å³Ê1,89
°Å³Ê¡Ù¡Ù°Å³Ê,37
°Å³ÊV°Å³Ê2,35
°Å³ÊV°Å³Ê3,9
°Å³Ê¹«ÇÑ°Å³Ê,33
°Å³Ê°Å³ÊÇØ~,15
°Å³Ê°Å³Ê22,37
°Å³Ê}{°Å³Ê,33
°Å³Ê°Å³Ê°Ç°Æ,11
°Å³Ê--°Å³Ê,32
°Å³Ê^^°Å³Ê,43
³²°Å³Ê¿©°Å³Ê,41
°Å³Ê¿©°Å³Ê´Ù,1
°Å³Ê°Ç¾î°Å³Ê,47
°Å³Ê°Å³Ê[],38
¡Ù°Å³Ê¡Ù°Å³Ê,65
°Å³Ê´Ù³­°Å³Ê,50
¿©°Å³Ê°Å³Ê³²,40
°Å³Ê°Ç°Å³Ê¿©,5
°Å³Ê¸¸ÇÑ°Å³Ê,19
°Å³ÊÃ³À½°Å³Ê,45
³ª°Å³Ê°Å³Ê¸¶,44
°Å³Ê°Å³Ê°Å¤¤,44
°Å³Ê°Å³Ê°Å2,15
°Å³Ê±×³É°Å³Ê,47
°Å³Ê³Ê¿©°Å³Ê,32
°Å³Ê²¨³²°Å³Ê,100
°Å³Ê·±Ã³°Å³Ê,21
°Å³Ê±¤±è°Å³Ê,35
°Å³Ê°Å³ÊÇØ¨£,28
¤½°Å³Ê°Å³Ê¤½,70
°Å³Ê°Å³Ê³Ê°Å,8
°Å³Ê°¡°Å³ÊÁö,2
°Å³Ê°Å³ÊÂ¯Â¯,31
¿©°Å³Ê¿©°Å³Ê,27
°Å³Ê´Â¹»°Å³Ê,55
°Å³Ê³²ÀÚ°Å³Ê,6
³Ê°Å°Å³Ê°Å³Ê,1
°Å³Ê¸»°í°Å³Ê,20
¾ç²ý°Å³Ê°Å³Ê,91
ÀÌ°Å³Ê´Ï°Å³Ê,90
°Å³Ê°Å³Ê°£Áö,100
°Å³Ê°Å³ÊÅÁÅÁ,50
°Å³Ê¿ÊÀ»°Å³Ê,3
°Å³Ê°¡°Å³Ê°Å,6
°Å³Ê°Å³ÊÃµ°è,2
°Å³Ê°¡¸»°Å³Ê,31
°Å³Ê°Å³Ê±Å±Å,59
°Å³Êgn°Å³Ê,41
°Å³Ê°Å³Êº£ÀÌ,33
°Å³Ê¾Ø°Å³Ê´Ô,49
°Å°Å³Ê°Å³Ê°Å,30
°Å³Ê°Å³Êzz,58
¹ÚÁ¤°Å³Ê°Å³Ê,48
°Å³Ê°Å³Ê¥³Ê,1
³²¼­°Å³Ê°Å³Ê,41
³ª°Å³Ê³Ê°Å³Ê,37
°Å³Ê¸ÞÄ«°Å³Ê,23
°Å³Ê°Å³Ê12,4
°Å³Ê°Å³ÊÀÌº¥,80
°Å³Ê°Å³Ê°Ç!,2
³²°Å³Ê³²°Å³Ê,1
¿©°Å³Ê¾ß°Å³Ê,74
°Å³Ê¿Õ±è°Å³Ê,2
°Å³Ê°Å³Ê°Å†¤,1
°Å³Ê°Å³Ê³Ê³Ê,1
°Å³Ê°Å³ÊÀÓÀÓ,1
°Å³Ê°Ç³Ê°Å³Ê,1
°Å³Ê°Å³Ê°Å¾î,20
³²°Å³Ê°Å³Ê°Å,89
°Å³Ê°Å³Ê°Å³Õ,90
°Å³Ê°Å³Ê°Å1,90
°Å³Ê°Å³Ê°Å~,87
°Å³Ê°Å³Ê11,1
°Å³Êaº°a°Å³Ê,36
°Å³Ê[¿©]°Å³Ê,12
°Å³Ê°Å³Ê200,15
A°Å³ÊA°Å³ÊA,33
°Å³ÊÀÇ°Å³Ê90,47
°Å³Ê°Å³Ê777,44
z°Å³ÊÂ¯z°Å³Ê,41
z°Å³Êg°Å³Êz,30
"°Å³Ê,,°Å³Ê,",31
zzz°Å³Ê°Å³Êz,40
°Å³Êvs°Å³Êvs,33
°Å³Ê11°Å³Ê77,35
°Å³Ê°Å³Ê3785,44
[°Å³Ê][°Å³Ê],23
V1°Å³Ê°Å³Ê1V,1
°Å³Êgirl°Å³Ê,36
A.°Å³Ê°Å³Ê.B,34
oa°Å³Ê°Å³Êao,37
°Å³Êapzk°Å³Ê,35
oO°Å³Ê°Å³ÊOo,34
[°Å³Ê]S2°Å³Ê,23
°Å³Êk,31
Áø°Å³Ê,35
°Å³Êµð,10
¹ö°Å³Ê,42
°Å³ÊºÀ,34
e°Å³Ê,34
¼­°Å³Ê,32
°Å³Ê¨â,34
Ä­°Å³Ê,38
°Å³Ê”v,69
´ö°Å³Ê,48
°Å³Ê°Å,1
ÇÊ°Å³Ê,42
ÃÏ°Å³Ê,33
ÄË°Å³Ê,61
¾ß°Å³Ê,30
¡ë°Å³Ê,33
“Á°Å³Ê,37
µµÀûµµÀûµµÀû,40
µµÀûµµÀû,86
µµÀûµµÀûÇÔ,2
È¥µµÀûµµÀû,25
µµÀûÀÌµµÀû,1
µµÀûµµÀûÀ×,23
µµÀû&µµÀû,34
µµÀûµµÀû¼·,43
¾ÐµµÀûµµÀû,41
µµÀûµµÀûÂô,7
µµÀûµµÀûµµ,12
µµµµÀûµµÀû,3
µµÀûÀ»µµÀû,56
µµÀûµµÀû¸¶,100
µµÀûÀÌ³×µµÀû,1
µµÀûÀÎµíµµÀû,5
µµÀû¿Õ±èµµÀû,66
µµÀûÀûµµµµÀû,17
ÀûµµÀûµµÀûµµ,21
µµÀûµµÀûÀÌ¾ß,85
µµÀûÀÌ¾ÐµµÀû,19
µµÀûÀÇÀûµµÀû,23
µµÀû½ÈÀºµµÀû,70
µµÀûµµÀûÀûÀû,24
µµÀûÀºµµÀûÀû,1
µµÀûÀûÀûµµÀû,20
µµÀûµµÀû°£Áö,34
µµÀûÀÌµµÀûÀÌ,59
µµÀû¿ÕÀÌµµÀû,33
µµÀûÀÌµµÀûµµ,9
·¹¸óµµÀûµµÀû,1
µµÀûµµÀûµµÁ×,1
µµÀû¢ÜµµÀû¢Ó,49
µµÀû´Ù¿îµµÀû,41
µµÀûÁúÇÑµµÀû,61
µµÀû½ÃÇÁµµÀû,37
¼ÒµµÀû¸»µµÀû,46
µµÀûµµÀûÀÌ³×,95
µµÀû°°ÀºµµÀû,35
¾ÕµµÀûµÞµµÀû,90
µµÀûµµÀûÀÕÈþ,1
µµÀû‰¢°ÅµµÀû,1
»êµµÀû,54
¿©µµÀû,2
²ÉµµÀû,40
µµÀûÕô,44
µµÀûI,49
µµÀûl,52
¢ÑµµÀû,33
µµÀûÄý,34
´ÐµµÀû,44
ÈìµµÀû,38
µµÀû¨û,30
°­µµÀû,36
SµµÀû,31
µµÀûÇö,49
µµÀû°Í,42
³ÀµµÀû,50
µµÀû=,40
ÐáµµÀû,41
µµÀû¢ä,40
µµÀû¢­,37
µµÀû],53
µµÀû¢Ò,32
µµÀûÀÏ,74
µµÀû¥³,32
µµÀû¥ã,60
¼¾µµÀû,19
µµÀû«¸,42
±ÃµµÀû,56
µµÀû¹«,14
Ç¥µµÀû,3
¨¨µµÀû,31
µµÀûÀÚ,34
µûµµÀû,33
µ¹µµÀû,55
µµÀû?,32
µµÀûÂà,70
µµÀû¶Ø,40
ÇÎµµÀû,40
°¥µµÀû,40
ÇïµµÀû,40
µµÀû¸³,75
µµÀûãô,43
Á»µµÀû,45
`µµÀû,36
µµÀû.,60
²áµµÀû,15
µµÀû¬¨,54
µµÀûÒ³,49
µµÀû¼µ,40
µµÀûÆÌ,31
ÀüµµÀû,40
µµÀû»Ñ,41
µµÀû¿¬,58
µµÀû¸Û,32
µµÀû½Ä,9
µµÀûÁã,30
¾ÇµµÀû,56
µµÀû¾¾,57
µµÀû¸¶,16
µµÀûÃ»,30
µµÀû¿õ,46
µµÀû¤Ä,37
µµÀû¢ã,46
Á¶µµÀû,57
ÇãµµÀû,45
µµÀûÂ¡,27
È­µµÀû,86
µµÀû¿ä,53
²¨µµÀû,54
µµÀûÈ­,33
µµÀûÑò,55
µµÀû¢Í,86
ºûµµÀû,16
µµÀû¸é,37
µµÀû·Ô,1
µµÀû¨£,43
µµÀû¿Õ,15
¹³µµÀû,56
µµÀû´Ü,47
µµÀû³Ä,15
´ÜµµÀû,50
½ëµµÀû,25
°«µµÀû,57
ÈæµµÀû,6
¾ÛµµÀû,81
¼ÛµµÀû,6
¢ßµµÀû,24
¹ãµµÀû,45
µµÀû¢Ü,1
²çµµÀû,22
ÀÀµµÀû,6
ZµµÀû,1
µµÀû¢ª,78
µµÀûÄ³,90
Á¦µµÀû,1
µµÀû¡Ú,1
µµÀûµÑ,89
¾ÐµµÀû,100
µµÀû~,98
µµÀû»ç,1
°õµµÀû,17
µµÀû¿î,100
½éµµÀû,1
±¤µµÀû,38
.µµÀû,53
µµÀû³à,54
¢²µµÀû,30
µµÀû½Å,39
µµÀûÈ¥,32
¶¡µµÀû,41
¡çµµÀû,32
ÆÐµµÀû,51
µµÀûH,43
µµÀû¤»,45
µµÀû¼ú,70
µµÀû¢°,31
µµÀû±³,31
µµÀûÀ²,42
µµÀû3,1
Ð¡µµÀû,62
µµÀû¶ù,13
¿äµµÀû,31
¾ßµµÀû,37
ü°µµÀû,40
!µµÀû,40
¼§µµÀû,35
µµÀûÁø,53
µµÀû9,1
µµÀûÄ¡,45
µµÀût,46
Å¾µµÀû,63
µµÀûÁõ,34
ÃµµµÀû,41
¿ªµµÀû,50
µµÀûv,56
µµÀûÁd,36
¹ßµµÀû,77
»ÍµµÀû,69
µµÀû¤è,38
¤§µµÀû,86
µµÀûº¿,16
ÂäµµÀû,85
µµÀûµý,2
µµÀû½ä,17
Ü¬µµÀû,18
²ÛµµÀû,2
µµÀû¸À,62
òØµµÀû,25
µµÀû_,31
Á¤µµÀû,35
µµÀû¡»,16
¹èµµÀû,5
µµÀû´Ô,14
±èµµÀû,2
ÇÁ¸®ÇÁ¸®ÇÁ¸®,81
ÇÁ¸®ÇÁ¸®,20
±èÇÁ¸®ÇÁ¸®,10
ÇÁ¸®ÇÁ¸®º£,43
ÇÁ¸®ÇÁ¸®Á·,53
ÇÃÇÁ¸®ÇÁ¸®,1
ÇÁ¸®ÇÑÇÁ¸®,30
ÇÁ¸®ÇÁ¸®¶ó,1
ÇÁ¸®ÇÁ¸®¸µ,52
ÇÁ¸®°¡ÇÁ¸®,70
ÅÐÇÁ¸®ÇÁ¸®,33
ÇÁ¸®½ºÇÁ¸®,31
ÇÁ¸®¾ßÇÁ¸®,90
ÇÁ¸®ÇÁ¸®ÇÜ,95
ÇÁ¸®ÇÁ¸®…³,90
ÇÁ¸®ÇÁ¸®´ý,1
ÇÁ¸®ÇÁ¸®.,60
ÇÁ¸®xÇÁ¸®,1
ÇÁ¸®ÇÁ¸®ÇÔ,52
ÇÁ¸®¿øÇÁ¸®,40
ÇÁ¸®´ÂÇÁ¸®,1
ÇÁ¸®ÇØÇÁ¸®,1
ÇÁ¸®ÇÁ¸®ÇÁ,1
ÇÁ¸®ÇÁ¸®ºÀ,7
ÇÁ¸®ÇÁ¸®ÇØ,55
ÇÁ¸®ÇÁ¸®Æ¼,81
¤ÓÇÁ¸®ÇÁ¸®,2
ÇÁ¸®ÇÁ¸®šÀ,86
¿©ÇÁ¸®ÇÁ¸®,89
ÇÁ¸®¸®ÇÁ¸®,100
ÇÁ¸®ÇÁ¸®Æ®,16
ÇÁ¸®ÇÁ¸®g,51
ÇÁ¸®ÇÁ¸®¿©,100
ÇÁ¸®ÇÁ¸®~,16
ÇÁ¸®ÇèÇÁ¸®,86
ÇÁ¸®ÇÁ¸®¹Ú,24
ÇÁ¸®ÇÁ¸®¸à,50
ÇÁ¸®ÇÁ¸®3,3
ÇÁ¸®ÇÁ¸®´Ù,1
ÀúÇÁ¸®ÇÁ¸®,1
ÇÁ¸®ÇÁ¸®ÇÞ,1
ÇÁÇÁ¸®ÇÁ¸®,85
ÇÁ¸®ÇÁ¸®ÇÑ,5
ÇÁ¸®¿©ÇÁ¸®,2
ÇÁ¸®ÇÁ¸®½º,20
ÇÁ¸®ÇÁ¸®Â»,100
ÇÁ¸®ÇÁ¸®´ç,1
ÇÁ¸®ÇÁ¸®¹Â,95
ÇÁ¸®ÇÁ¸®Çì,27
ÃÊÇÁ¸®ÇÁ¸®,100
ÇÁ¸®°¡µÈÇÁ¸®,31
ÇÁ¸®ÇÁ¸®È£È£,31
ÇÁ¸®ÇÁ¸®Çã°Ô,62
ÇÁ¸®ÇÁ¸®97,40
ÇÁ¸®ÇÑÇÁ¸®ÇÁ,13
ÇÁ¸®ÇÁ¸®¸®¸®,41
ÇÁ¸®ÇÁ¸®½º³ë,14
ÇÁ¸®ÇÑÇÁ¸®½º,1
ÇÁ¸®¿ì½ºÇÁ¸®,10
ÇÁ¸®ÀÎÆÄÇÁ¸®,15
ÇÁ¸®ÁðÇÁ¸®Áò,40
ÇÁ¸®Å©·çÇÁ¸®,30
ÇÁ¸®´ÂÇÁ¸®ÇØ,1
ÇÁ¸®ÇÁ¸®ÀÌ¾å,1
ÇÁ¸®ÇÁ¸®¾Æ¾Ó,1
ÇÁ¸®ÇÁ¸®ÇØÇØ,1
ÇÁ¸®ÇÁ¸®??,52
ÇÁ¸®ÇõÀÌÇÁ¸®,5
ÇÁ¸®ÇÁ¸®¸®ÇÁ,1
ÇÁ¸®ÇÁ¸®±èÇÁ,100
ÇÁ¸®ÇÁ¸®ÇØÇÁ,1
°«ÇÁ¸®µÈÇÁ¸®,7
ÇÁ¸®´ÂÇÁ¸®ÇÔ,1
ÇÁ¸®½ºÇÁ¸®!,1
ÇÁ¸®·£¼­ÇÁ¸®,5
ÇÁ¸®ÇÏ°ÔÇÁ¸®,2
ÇÁ¸®ÇÁ¸®·£¼­,15
ÇÁ¸®ÇÁ¸®¾È±º,90
ÇÁ¸®´ÂÇÁ¸®´Ù,100
ÇÁ¸®ÇÁ¸®½ÁÈï,2
¿©ÇÁ¸®ÇÁ¸®ÇØ,86
±ØµôÇÁ¸®ÇÁ¸®,29
ÇÁ¸®ÇÁ¸®Å¥¾î,2
ÇÁ¸®´ÂÇÁ¸®¸®,1
ÇÁ¸®Áî³ÊÇÁ¸®,90
ÇÁ¸®¸®ÇÁÇÁ¸®,10
ÇÁ¸®ÇÑÇÁ¸®Âô,37
¿©ÇÁ¸®Ä«ÇÁ¸®,2
¿©ÇÁ¸®¿©ÇÁ¸®,90
¿ÀÇÁ¸®¿©ÇÁ¸®,1
ÇÁ¸®ÇÁ¸®ÇÑ¹ã,56
ÇÁ¸®´ÂÇÁ¸®¾ß,100
Ä«ÇÁ¸®¿©ÇÁ¸®,100
ÇÁ¸®ÇÁ¸®ÇÏ³×,12
ÇÁ¸®´ÂÇÁ¸®Áö,105
ÇÁ¸®ÇÁ¸®»¡°­,64
¿©ÇÁ¸®³²ÇÁ¸®,1
ÇÁ¸®ÇÁ¸®ÇÏ¿ä,1
ÇÁ¸®µ¿¾çÇÁ¸®,46
ÇÁ¸®ÇÁ¸®Å©·ç,90
À±ÇÁ¸®¸ÁÇÁ¸®,29
ÇÁ¸®ÇÁ¸®ÇÁÇÁ,1
ÇÁ¸®ÇÁ¸®ÄÚ³×,41
ÇÁ¸®ÇÁ¸®Á¡ÇÎ,100
ÇÁ¸®ÇÁ¸®¾ÆÀç,100
ÇÁ¸®ÇÁ¸®Áî³Ê,9
¤ÓÇÁ¸®¤ÓÇÁ¸®,31
ÇÁ¸®ÇÁ¸®¿Õ¿Õ,45
º¯ÅÂÇÁ¸®ÇÁ¸®,48
ÇÁ¸®ÇÁ¸®ÇØÀ¯,8
ÇÁ¸®ÇÁ¸®½º1,6
ÇÁ¸®¸µÇÁ¸®¸µ,63
ÇÁ¸®ÇÁ¸®Ç»¾å,1
ÇÁ¸®ÇÁ¸®Æ¼°É,1
ÇÁ¸®¸®ÇÁ¸®¸®,1
ÇÁ¸®Çª¸®ÇÁ¸®,2
ÇÁ¸®ÇÁ¸®ºÀÇÁ,1
ÇÁ¸®ÇÁ¸®ÇÏÇÁ,1
ÇÁ¸®ÇÁ¸®ÇØ¾Þ,1
ÇÁ¸®ÇÁ¸®55,1
ÇÁ¸®Å©¸®ÇÁ¸®,1
ÇÁ¸®ÇÁ¸®ÇØ1,11
ÇÁ¸®ÇÁ¸®½ºÆ®,36
ÀÌÇÁ¸®ÀúÇÁ¸®,1
ÇÁ¸®ÇÁ¸®ÇÏ´Ù,17
ÇÁ¸®ÇÁ¸®ÇÁ¸µ,75
ÇÁÇÁ¸®ÇÁ¸®¤Ó,1
ÇÁ¸®´Â¿©ÇÁ¸®,100
¿©ÇÁ¸®ÇÁ¸®~,11
¿©ÇÁ¸®ÇÁ¸®ÇÔ,26
ÇÁ¸®Æ¼¿©ÇÁ¸®,90
ÇÁ¸®ÇÁ¸®½ºÅ¸,109
¿©ÇÁ¸®ÇÁ¸®ÇÁ,4
ÇÁ¸®ÇÁ¸®¹«³à,79
ÇÁ¸®ÇÑÇÁ¸®¡Ù,85
ÇÁ¸®ÇÁ¸®¼Ò°Ë,85
³ª´ÂÇÁ¸®ÇÁ¸®,82
ÇÁ¸®ÇÁ¸®ÀÀ°¡,9
ÇÁ¸®¸ÅÇÁ¸®¸Å,75
ÇÁ¸®ÇÁ¸®°ÔÃ÷,46
¿©ÇÁ¸®ÇÁ¸®Çà,90
¾ç²ýÇÁ¸®ÇÁ¸®,105
ÇÁ¸®ÆÄ¶óÇÁ¸®,100
ÇÁ¸®ÇÑÇÁ¸®¾ß,90
ÇÁ¸®ÇÁ¸®Àç»ó,6
ÇÁ¸®ÇÁ¸®½ÉÆÇ,11
ÇÁ¸®ÇÁ¸®Å¸ÀÓ,6
ÇÁ¸®Å·±èÇÁ¸®,23
ÇÁ¸®ÇÁ¸®ÀÎÆÄ,31
ÇÁ¸®ÇÁ¸®Åð¸¶,43
ÇÁ¸®ÇÁ¸®ÇÏ°Ô,63
ÇÁ¸®ÇÁ¸®11,53
ÇÁ¸®ÇÁ¸®½ºÆ²,52
ÇÁ¸®°ÔÀÌÇÁ¸®,31
ÇÁ¸®ÇÁ¸®ÇÁÇÏ,24
ÇÁ¸®¾ÓÇÁ¸®¾Ó,24
ÇÁ¸®ÇÁ¸®¾ß¾æ,1
ÇÁ¸®ÇÁ¸®!!,21
ÇÁ¸®ÇÁ¸®È¦¸®,10
ÇÁ¸®ÇÁ¸®¹ÚÇÁ,1
ÇÁ¸®ÇÁ¸®°­ÇÁ,1
ÇÁ¸®ÇÁ¸®ºñÇÁ,1
ÇÁ¸®ÇÁ¸®À¸¸®,2
ÇÁ¸®ÇÁ¸®¸®ÄÉ,100
ÇÁ¸®ÇÁ¸®ÇÁ¿ì,13
ÇÁ¸®½ºÆ®ÇÁ¸®,8
ÇÁ¸®ÇÁ¸®µ§¹ö,21
ÇÁ¸®ÇÑ¿©ÇÁ¸®,95
ÇÁ¸®ÇÁ¸±ÇÁ¸®,49
ÇÁ¸®´ÂÇÁ¸®Æ¼,89
ÇÁ¸®ÇÁ¸®ÅÊÅÊ,86
³²ÇÁ¸®ÇÁ¸®ÇØ,95
ÇÁ¸®ÇÁ¸®99,1
³²ÇÁ¸®¿©ÇÁ¸®,82
Ë£ÇÁ¸®ÇÁ¸®Ë£,90
¿©½ÅÇÁ¸®ÇÁ¸®,95
¿©ÇÁ¸®ÇÁ¸®¸®,1
ÇÁ¸®¸®¸®ÇÁ¸®,1
ÇÁ¸®ÇÁ¸®¿©1,100
Çª¸®ÇÁ¸®ÇÁ¸®,98
¿©ÇÁ¸®ÇÁ¸®·ç,46
ÇÁ¸®¿Õ±èÇÁ¸®,23
ÇÁ¸®ÇÁ¸®·Î±×,82
ÇÁ¸®¼ö¶óÇÁ¸®,1
ÇÁ¸®ÇÁ¸®...,2
´øÆÄ!,31
±ôºý´øÆÄ,85
´øÆÄ°³´Ù,30
´øÆÄÈÑÀÎ,44
´øÆÄÀïÀÌ,33
´øÆÄ¾à²Ã,45
´øÆÄ¾óÂ¯,45
´øÆÄÂ¯v,42
´øÆÄÀâÈ­»ó,44
´øÆÄ_¸ÞÄ«,35
³¡¾øÀÌ´øÆÄ,33
